,unique_identify,-logAffi,target,pdb,compnd,max_tanimoto_schrodinger,max_tanimoto_merck,max_tanimoto_fep_benchmark
30996,CHEMBL2835_4k77_CHEMBL2436950,6.400116927926312,CHEMBL2835,4k77,CHEMBL2436950,0.2794117647058823,0.1549295774647887,0.2794117647058823
30997,CHEMBL2835_4k77_CHEMBL2436951,6.504455662453552,CHEMBL2835,4k77,CHEMBL2436951,0.1643835616438356,0.158273381294964,0.211864406779661
30998,CHEMBL2835_4k77_CHEMBL2436952,6.191114132640188,CHEMBL2835,4k77,CHEMBL2436952,0.2307692307692307,0.1617647058823529,0.2307692307692307
30999,CHEMBL2835_4k77_CHEMBL2436953,6.82102305270683,CHEMBL2835,4k77,CHEMBL2436953,0.2631578947368421,0.1527777777777778,0.2631578947368421
31000,CHEMBL2835_4k77_CHEMBL2436954,6.049148541111453,CHEMBL2835,4k77,CHEMBL2436954,0.2945736434108527,0.1976744186046511,0.2945736434108527
31001,CHEMBL2835_4k77_CHEMBL2436955,6.179798540514359,CHEMBL2835,4k77,CHEMBL2436955,0.2043795620437956,0.1532846715328467,0.2043795620437956
31002,CHEMBL2835_4k77_CHEMBL2436956,6.142667503568731,CHEMBL2835,4k77,CHEMBL2436956,0.2686567164179104,0.2710280373831775,0.2828282828282828
31003,CHEMBL2835_4k77_CHEMBL2436958,5.455931955649724,CHEMBL2835,4k77,CHEMBL2436958,0.2013888888888889,0.1729323308270676,0.2480620155038759
31004,CHEMBL2835_4k77_CHEMBL2436961,6.343901797987168,CHEMBL2835,4k77,CHEMBL2436961,0.1678832116788321,0.1555555555555555,0.2321428571428571
31005,CHEMBL2835_4k77_CHEMBL2436962,5.920818753952375,CHEMBL2835,4k77,CHEMBL2436962,0.1724137931034483,0.15,0.211864406779661
31006,CHEMBL2835_4k77_CHEMBL2436963,6.38933983691012,CHEMBL2835,4k77,CHEMBL2436963,0.1666666666666666,0.1641791044776119,0.1848739495798319
31007,CHEMBL2835_4k77_CHEMBL2436964,5.494850021680094,CHEMBL2835,4k77,CHEMBL2436964,0.1764705882352941,0.1476510067114094,0.1897810218978102
31008,CHEMBL2835_4k77_CHEMBL2436969,6.82102305270683,CHEMBL2835,4k77,CHEMBL2436969,0.1655172413793103,0.1510791366906475,0.2362204724409448
31009,CHEMBL2835_5e1e_CHEMBL3745829,7.136677139879544,CHEMBL2835,5e1e,CHEMBL3745829,0.2183908045977011,0.2810457516339869,0.2810457516339869
31010,CHEMBL2835_5e1e_CHEMBL3745933,5.281498311132726,CHEMBL2835,5e1e,CHEMBL3745933,0.2411347517730496,0.3486238532110092,0.3486238532110092
31011,CHEMBL2835_5e1e_CHEMBL3745954,7.214495163845347,CHEMBL2835,5e1e,CHEMBL3745954,0.2298136645962732,0.2684563758389262,0.2684563758389262
31012,CHEMBL2835_5e1e_CHEMBL3745993,6.560667306169737,CHEMBL2835,5e1e,CHEMBL3745993,0.2269938650306748,0.2781456953642384,0.2781456953642384
31013,CHEMBL2835_5e1e_CHEMBL3746045,6.079876673709276,CHEMBL2835,5e1e,CHEMBL3746045,0.2356687898089172,0.3076923076923077,0.3076923076923077
31014,CHEMBL2835_5e1e_CHEMBL3746067,7.653576540361385,CHEMBL2835,5e1e,CHEMBL3746067,0.28,0.3214285714285714,0.3214285714285714
31015,CHEMBL2835_5e1e_CHEMBL3746074,7.221607608846487,CHEMBL2835,5e1e,CHEMBL3746074,0.23125,0.2702702702702703,0.2702702702702703
31016,CHEMBL2835_5e1e_CHEMBL3746186,6.096367483915762,CHEMBL2835,5e1e,CHEMBL3746186,0.2654320987654321,0.2733812949640288,0.2733812949640288
31017,CHEMBL2835_5e1e_CHEMBL3746249,4.913640169325252,CHEMBL2835,5e1e,CHEMBL3746249,0.2435897435897435,0.2565789473684211,0.2565789473684211
31018,CHEMBL2835_5e1e_CHEMBL3746341,6.752026733638194,CHEMBL2835,5e1e,CHEMBL3746341,0.2763157894736842,0.3309859154929577,0.3309859154929577
31019,CHEMBL2835_5e1e_CHEMBL3746351,6.448550002027125,CHEMBL2835,5e1e,CHEMBL3746351,0.2948717948717949,0.3310344827586207,0.3310344827586207
31020,CHEMBL2835_5e1e_CHEMBL3746463,7.533256356075647,CHEMBL2835,5e1e,CHEMBL3746463,0.2083333333333333,0.2435897435897435,0.2435897435897435
31021,CHEMBL2835_5e1e_CHEMBL3746531,6.562249437179612,CHEMBL2835,5e1e,CHEMBL3746531,0.2692307692307692,0.2818791946308724,0.2818791946308724
31022,CHEMBL2835_5e1e_CHEMBL3746743,6.251037138743839,CHEMBL2835,5e1e,CHEMBL3746743,0.2666666666666666,0.3405797101449275,0.3405797101449275
31023,CHEMBL2835_5e1e_CHEMBL3746766,7.73877788324684,CHEMBL2835,5e1e,CHEMBL3746766,0.23125,0.2702702702702703,0.2702702702702703
31024,CHEMBL2835_5e1e_CHEMBL3746783,7.443697499232712,CHEMBL2835,5e1e,CHEMBL3746783,0.228395061728395,0.28,0.28
31025,CHEMBL2835_5e1e_CHEMBL3746882,6.860120913598763,CHEMBL2835,5e1e,CHEMBL3746882,0.2885906040268456,0.3015873015873015,0.3015873015873015
31026,CHEMBL2835_5e1e_CHEMBL3746976,5.308918507877031,CHEMBL2835,5e1e,CHEMBL3746976,0.2439024390243902,0.2828947368421052,0.2828947368421052
31027,CHEMBL2835_5e1e_CHEMBL3747077,6.955347774076065,CHEMBL2835,5e1e,CHEMBL3747077,0.2269938650306748,0.2649006622516556,0.2649006622516556
31028,CHEMBL2835_5e1e_CHEMBL3747199,6.059483515067432,CHEMBL2835,5e1e,CHEMBL3747199,0.2679738562091503,0.3169014084507042,0.3169014084507042
31029,CHEMBL2835_5e1e_CHEMBL3747205,6.498940737782249,CHEMBL2835,5e1e,CHEMBL3747205,0.2763157894736842,0.3309859154929577,0.3309859154929577
31030,CHEMBL2835_5e1e_CHEMBL3747305,7.685142333676434,CHEMBL2835,5e1e,CHEMBL3747305,0.2209302325581395,0.271523178807947,0.2848484848484848
31031,CHEMBL2835_5e1e_CHEMBL3747542,5.6777807052660805,CHEMBL2835,5e1e,CHEMBL3747542,0.2442748091603053,0.336283185840708,0.336283185840708
31032,CHEMBL2835_5e1e_CHEMBL3747681,6.701146923590294,CHEMBL2835,5e1e,CHEMBL3747681,0.2702702702702703,0.3114754098360656,0.3114754098360656
31033,CHEMBL2835_5khx_CHEMBL1630764,5.920818753952375,CHEMBL2835,5khx,CHEMBL1630764,0.2040816326530612,0.1376811594202898,0.2456140350877192
31034,CHEMBL2835_5khx_CHEMBL1630769,6.173925197299173,CHEMBL2835,5khx,CHEMBL1630769,0.1928571428571428,0.1484375,0.2692307692307692
31035,CHEMBL2835_5khx_CHEMBL1630770,5.769551078621726,CHEMBL2835,5khx,CHEMBL1630770,0.2214285714285714,0.1439393939393939,0.2592592592592592
31036,CHEMBL2835_5khx_CHEMBL1630771,5.649751981665837,CHEMBL2835,5khx,CHEMBL1630771,0.1986754966887417,0.1395348837209302,0.2372881355932203
31037,CHEMBL2835_5khx_CHEMBL3652284,7.373659632624958,CHEMBL2835,5khx,CHEMBL3652284,0.1855670103092783,0.18,0.2647058823529412
31038,CHEMBL2835_5khx_CHEMBL3652380,7.844663962534938,CHEMBL2835,5khx,CHEMBL3652380,0.1963190184049079,0.1506849315068493,0.2624113475177305
31039,CHEMBL2835_5khx_CHEMBL3655084,7.744727494896693,CHEMBL2835,5khx,CHEMBL3655084,0.1715976331360946,0.1411764705882353,0.2361111111111111
31040,CHEMBL2835_5khx_CHEMBL3655093,8.221848749616356,CHEMBL2835,5khx,CHEMBL3655093,0.1736526946107784,0.1428571428571428,0.2054794520547945
31041,CHEMBL2835_5khx_CHEMBL3655094,8.301029995663981,CHEMBL2835,5khx,CHEMBL3655094,0.1636363636363636,0.1428571428571428,0.2076923076923077
31042,CHEMBL2835_5khx_CHEMBL3658853,8.096910013008056,CHEMBL2835,5khx,CHEMBL3658853,0.16,0.1371428571428571,0.22
31043,CHEMBL2835_5khx_CHEMBL3658855,6.617982957425132,CHEMBL2835,5khx,CHEMBL3658855,0.1705882352941176,0.1470588235294117,0.2344827586206896
31044,CHEMBL2835_5khx_CHEMBL3904533,7.769551078621726,CHEMBL2835,5khx,CHEMBL3904533,0.16,0.1371428571428571,0.22
31045,CHEMBL2835_5khx_CHEMBL3925083,7.346787486224656,CHEMBL2835,5khx,CHEMBL3925083,0.1987951807228915,0.1607142857142857,0.2465753424657534
31046,CHEMBL2835_5khx_CHEMBL3961670,10.259637310505756,CHEMBL2835,5khx,CHEMBL3961670,0.1578947368421052,0.1793103448275862,0.2283464566929134
31047,CHEMBL2835_5khx_CHEMBL4079179,8.096910013008056,CHEMBL2835,5khx,CHEMBL4079179,0.154696132596685,0.1828571428571428,0.1972789115646258
31048,CHEMBL2835_5khx_CHEMBL4085011,7.036212172654444,CHEMBL2835,5khx,CHEMBL4085011,0.2265193370165746,0.2068965517241379,0.2314049586776859
31049,CHEMBL2835_5khx_CHEMBL4098094,7.154901959985743,CHEMBL2835,5khx,CHEMBL4098094,0.1677018633540372,0.15,0.217391304347826
31050,CHEMBL2835_5khx_CHEMBL4099048,7.823908740944319,CHEMBL2835,5khx,CHEMBL4099048,0.1566265060240964,0.1463414634146341,0.2554744525547445
31051,CHEMBL2835_5khx_CHEMBL4227307,7.154901959985743,CHEMBL2835,5khx,CHEMBL4227307,0.18,0.145985401459854,0.2357723577235772
31052,CHEMBL2835_5wo4_CHEMBL3639983,9.236572006437065,CHEMBL2835,5wo4,CHEMBL3639983,0.271523178807947,0.201058201058201,0.271523178807947
31053,CHEMBL2835_5wo4_CHEMBL3640018,9.096910013008056,CHEMBL2835,5wo4,CHEMBL3640018,0.2051282051282051,0.2037037037037037,0.2051282051282051
31054,CHEMBL2835_5wo4_CHEMBL3647721,9.0,CHEMBL2835,5wo4,CHEMBL3647721,0.2048192771084337,0.1828571428571428,0.2356687898089172
31055,CHEMBL2835_5wo4_CHEMBL3647723,9.0,CHEMBL2835,5wo4,CHEMBL3647723,0.1988304093567251,0.1770833333333333,0.228395061728395
31056,CHEMBL2835_5wo4_CHEMBL3647778,9.045757490560677,CHEMBL2835,5wo4,CHEMBL3647778,0.2073170731707317,0.1798941798941798,0.2387096774193548
31057,CHEMBL2835_5wo4_CHEMBL3647779,7.920818753952375,CHEMBL2835,5wo4,CHEMBL3647779,0.2073170731707317,0.1798941798941798,0.2387096774193548
31058,CHEMBL2835_5wo4_CHEMBL3647780,9.0,CHEMBL2835,5wo4,CHEMBL3647780,0.2035928143712574,0.1808510638297872,0.2341772151898734
31059,CHEMBL2835_5wo4_CHEMBL3647781,9.82390874094432,CHEMBL2835,5wo4,CHEMBL3647781,0.2,0.1787709497206704,0.2298136645962732
31060,CHEMBL2835_5wo4_CHEMBL3647782,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647782,0.2,0.1787709497206704,0.2298136645962732
31061,CHEMBL2835_5wo4_CHEMBL3647783,9.0,CHEMBL2835,5wo4,CHEMBL3647783,0.2094594594594594,0.1828571428571428,0.2278481012658227
31062,CHEMBL2835_5wo4_CHEMBL3647784,8.397940008672037,CHEMBL2835,5wo4,CHEMBL3647784,0.1976744186046511,0.1767955801104972,0.2269938650306748
31063,CHEMBL2835_5wo4_CHEMBL3647785,9.221848749616356,CHEMBL2835,5wo4,CHEMBL3647785,0.1976744186046511,0.1767955801104972,0.2269938650306748
31064,CHEMBL2835_5wo4_CHEMBL3647790,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647790,0.2058823529411764,0.1770833333333333,0.228395061728395
31065,CHEMBL2835_5wo4_CHEMBL3647791,8.397940008672037,CHEMBL2835,5wo4,CHEMBL3647791,0.1942857142857142,0.2105263157894736,0.2228915662650602
31066,CHEMBL2835_5wo4_CHEMBL3647792,9.0,CHEMBL2835,5wo4,CHEMBL3647792,0.2034883720930232,0.1758241758241758,0.2256097560975609
31067,CHEMBL2835_5wo4_CHEMBL3647793,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647793,0.2073170731707317,0.1798941798941798,0.2387096774193548
31068,CHEMBL2835_5wo4_CHEMBL3647794,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647794,0.2094594594594594,0.1828571428571428,0.2278481012658227
31069,CHEMBL2835_5wo4_CHEMBL3647795,9.096910013008056,CHEMBL2835,5wo4,CHEMBL3647795,0.2119205298013245,0.1988636363636363,0.2222222222222222
31070,CHEMBL2835_5wo4_CHEMBL3647796,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647796,0.2108433734939759,0.1709844559585492,0.2341772151898734
31071,CHEMBL2835_5wo4_CHEMBL3647797,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647797,0.2013422818791946,0.1761363636363636,0.2278481012658227
31072,CHEMBL2835_5wo4_CHEMBL3647798,7.920818753952375,CHEMBL2835,5wo4,CHEMBL3647798,0.2013422818791946,0.1761363636363636,0.2278481012658227
31073,CHEMBL2835_5wo4_CHEMBL3647799,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647799,0.1988304093567251,0.1712707182320442,0.228395061728395
31074,CHEMBL2835_5wo4_CHEMBL3647800,7.568636235841013,CHEMBL2835,5wo4,CHEMBL3647800,0.1988304093567251,0.1712707182320442,0.228395061728395
31075,CHEMBL2835_5wo4_CHEMBL3647801,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647801,0.2119205298013245,0.1988636363636363,0.2222222222222222
31076,CHEMBL2835_5wo4_CHEMBL3647802,9.0,CHEMBL2835,5wo4,CHEMBL3647802,0.1976744186046511,0.1833333333333333,0.2269938650306748
31077,CHEMBL2835_5wo4_CHEMBL3647805,9.187086643357144,CHEMBL2835,5wo4,CHEMBL3647805,0.2011834319526627,0.1797752808988764,0.23125
31078,CHEMBL2835_5wo4_CHEMBL3647807,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647807,0.2091503267973856,0.196629213483146,0.2195121951219512
31079,CHEMBL2835_5wo4_CHEMBL3647808,9.070581074285707,CHEMBL2835,5wo4,CHEMBL3647808,0.192090395480226,0.1897435897435897,0.2202380952380952
31080,CHEMBL2835_5wo4_CHEMBL3647809,9.045757490560677,CHEMBL2835,5wo4,CHEMBL3647809,0.2260273972602739,0.1896551724137931,0.2278481012658227
31081,CHEMBL2835_5wo4_CHEMBL3647810,8.84948500216801,CHEMBL2835,5wo4,CHEMBL3647810,0.2147651006711409,0.1942857142857142,0.225
31082,CHEMBL2835_5wo4_CHEMBL3647811,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647811,0.2229729729729729,0.1945945945945946,0.225
31083,CHEMBL2835_5wo4_CHEMBL3647812,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647812,0.2119205298013245,0.1988636363636363,0.2222222222222222
31084,CHEMBL2835_5wo4_CHEMBL3647813,9.0,CHEMBL2835,5wo4,CHEMBL3647813,0.2091503267973856,0.2,0.2091503267973856
31085,CHEMBL2835_5wo4_CHEMBL3647836,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647836,0.2071428571428571,0.1796407185628742,0.2432432432432432
31086,CHEMBL2835_5wo4_CHEMBL3647837,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647837,0.2027027027027027,0.2085889570552147,0.2101910828025477
31087,CHEMBL2835_5wo4_CHEMBL3647840,9.0,CHEMBL2835,5wo4,CHEMBL3647840,0.2205882352941176,0.1977401129943503,0.2482758620689655
31088,CHEMBL2835_5wo4_CHEMBL3647842,9.0,CHEMBL2835,5wo4,CHEMBL3647842,0.2125,0.1774193548387097,0.2450331125827814
31089,CHEMBL2835_5wo4_CHEMBL3647843,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647843,0.2205882352941176,0.1977401129943503,0.2482758620689655
31090,CHEMBL2835_5wo4_CHEMBL3647844,7.823908740944319,CHEMBL2835,5wo4,CHEMBL3647844,0.2125,0.1774193548387097,0.2450331125827814
31091,CHEMBL2835_5wo4_CHEMBL3647846,9.070581074285707,CHEMBL2835,5wo4,CHEMBL3647846,0.2071428571428571,0.1796407185628742,0.2432432432432432
31092,CHEMBL2835_5wo4_CHEMBL3647847,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647847,0.2027027027027027,0.2085889570552147,0.2101910828025477
31093,CHEMBL2835_5wo4_CHEMBL3647848,9.30102999566398,CHEMBL2835,5wo4,CHEMBL3647848,0.2024539877300613,0.1910828025477707,0.2424242424242424
31094,CHEMBL2835_5wo4_CHEMBL3647849,9.261439372640169,CHEMBL2835,5wo4,CHEMBL3647849,0.2148148148148148,0.1851851851851851,0.2517482517482518
31095,CHEMBL2835_5wo4_CHEMBL3647850,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647850,0.2137931034482758,0.2037037037037037,0.2137931034482758
31096,CHEMBL2835_5wo4_CHEMBL3647851,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647851,0.2,0.2057142857142857,0.2111801242236025
31097,CHEMBL2835_5wo4_CHEMBL3647852,9.30102999566398,CHEMBL2835,5wo4,CHEMBL3647852,0.2051282051282051,0.1818181818181818,0.20625
31098,CHEMBL2835_5wo4_CHEMBL3647853,7.958607314841775,CHEMBL2835,5wo4,CHEMBL3647853,0.2049689440993788,0.1986754966887417,0.2049689440993788
31099,CHEMBL2835_5wo4_CHEMBL3647856,9.522878745280336,CHEMBL2835,5wo4,CHEMBL3647856,0.1927710843373494,0.1781609195402299,0.1927710843373494
31100,CHEMBL2835_5wo4_CHEMBL3647857,9.346787486224656,CHEMBL2835,5wo4,CHEMBL3647857,0.1927710843373494,0.1781609195402299,0.1927710843373494
31101,CHEMBL2835_5wo4_CHEMBL3647860,8.397940008672037,CHEMBL2835,5wo4,CHEMBL3647860,0.2013888888888889,0.1779141104294478,0.2094594594594594
31102,CHEMBL2835_5wo4_CHEMBL3647862,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647862,0.2151898734177215,0.2383720930232558,0.2383720930232558
31103,CHEMBL2835_5wo4_CHEMBL3647863,9.0,CHEMBL2835,5wo4,CHEMBL3647863,0.2085889570552147,0.1847826086956521,0.2085889570552147
31104,CHEMBL2835_5wo4_CHEMBL3647864,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647864,0.2394366197183098,0.2086330935251798,0.2394366197183098
31105,CHEMBL2835_5wo4_CHEMBL3647865,9.0,CHEMBL2835,5wo4,CHEMBL3647865,0.2024539877300613,0.1941176470588235,0.2024539877300613
31106,CHEMBL2835_5wo4_CHEMBL3647866,8.154901959985743,CHEMBL2835,5wo4,CHEMBL3647866,0.2191011235955056,0.2287234042553191,0.2443181818181818
31107,CHEMBL2835_5wo4_CHEMBL3647867,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647867,0.2372881355932203,0.1709844559585492,0.2372881355932203
31108,CHEMBL2835_5wo4_CHEMBL3647868,9.022276394711152,CHEMBL2835,5wo4,CHEMBL3647868,0.2191011235955056,0.2287234042553191,0.2443181818181818
31109,CHEMBL2835_5wo4_CHEMBL3647869,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647869,0.2,0.1988636363636363,0.2
31110,CHEMBL2835_5wo4_CHEMBL3647870,8.154901959985743,CHEMBL2835,5wo4,CHEMBL3647870,0.2372881355932203,0.1709844559585492,0.2372881355932203
31111,CHEMBL2835_5wo4_CHEMBL3647871,9.0,CHEMBL2835,5wo4,CHEMBL3647871,0.2077922077922078,0.1988304093567251,0.2077922077922078
31112,CHEMBL2835_5wo4_CHEMBL3647872,9.070581074285707,CHEMBL2835,5wo4,CHEMBL3647872,0.2025316455696202,0.1942857142857142,0.2025316455696202
31113,CHEMBL2835_5wo4_CHEMBL3647873,8.221848749616356,CHEMBL2835,5wo4,CHEMBL3647873,0.2,0.1988636363636363,0.2
31114,CHEMBL2835_5wo4_CHEMBL3647874,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647874,0.2077922077922078,0.1988304093567251,0.2077922077922078
31115,CHEMBL2835_5wo4_CHEMBL3647876,8.045757490560675,CHEMBL2835,5wo4,CHEMBL3647876,0.1976047904191616,0.1711229946524064,0.2189349112426035
31116,CHEMBL2835_5wo4_CHEMBL3647877,7.795880017344075,CHEMBL2835,5wo4,CHEMBL3647877,0.1988636363636363,0.1625615763546798,0.2275449101796407
31117,CHEMBL2835_5wo4_CHEMBL3647878,7.886056647693163,CHEMBL2835,5wo4,CHEMBL3647878,0.2083333333333333,0.1568627450980392,0.2151162790697674
31118,CHEMBL2835_5wo4_CHEMBL3647879,7.207608310501746,CHEMBL2835,5wo4,CHEMBL3647879,0.2049689440993788,0.1843575418994413,0.2269938650306748
31119,CHEMBL2835_5wo4_CHEMBL3647880,7.481486060122112,CHEMBL2835,5wo4,CHEMBL3647880,0.2215189873417721,0.1770833333333333,0.2360248447204969
31120,CHEMBL2835_5wo4_CHEMBL3647882,7.522878745280337,CHEMBL2835,5wo4,CHEMBL3647882,0.1976047904191616,0.1711229946524064,0.2189349112426035
31121,CHEMBL2835_5wo4_CHEMBL3647883,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647883,0.220125786163522,0.1780104712041884,0.220125786163522
31122,CHEMBL2835_5wo4_CHEMBL3647884,8.0,CHEMBL2835,5wo4,CHEMBL3647884,0.2215189873417721,0.1649484536082474,0.2515723270440251
31123,CHEMBL2835_5wo4_CHEMBL3647885,7.698970004336019,CHEMBL2835,5wo4,CHEMBL3647885,0.2215189873417721,0.1649484536082474,0.2515723270440251
31124,CHEMBL2835_5wo4_CHEMBL3647886,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647886,0.2215189873417721,0.1770833333333333,0.2360248447204969
31125,CHEMBL2835_5wo4_CHEMBL3647888,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647888,0.2049689440993788,0.1843575418994413,0.2269938650306748
31126,CHEMBL2835_5wo4_CHEMBL3647890,7.180456064458132,CHEMBL2835,5wo4,CHEMBL3647890,0.1988636363636363,0.1625615763546798,0.2275449101796407
31127,CHEMBL2835_5wo4_CHEMBL3647891,7.886056647693163,CHEMBL2835,5wo4,CHEMBL3647891,0.2147239263803681,0.1666666666666666,0.2289156626506024
31128,CHEMBL2835_5wo4_CHEMBL3647892,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647892,0.2258064516129032,0.1675977653631284,0.240506329113924
31129,CHEMBL2835_5wo4_CHEMBL3647893,7.67778070526608,CHEMBL2835,5wo4,CHEMBL3647893,0.2147239263803681,0.1666666666666666,0.2289156626506024
31130,CHEMBL2835_5wo4_CHEMBL3647894,7.602059991327962,CHEMBL2835,5wo4,CHEMBL3647894,0.2083333333333333,0.1568627450980392,0.2151162790697674
31131,CHEMBL2835_5wo4_CHEMBL3647895,8.154901959985743,CHEMBL2835,5wo4,CHEMBL3647895,0.220125786163522,0.1780104712041884,0.220125786163522
31132,CHEMBL2835_5wo4_CHEMBL3647896,7.431798275933005,CHEMBL2835,5wo4,CHEMBL3647896,0.2258064516129032,0.1675977653631284,0.240506329113924
31133,CHEMBL2835_5wo4_CHEMBL3647900,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647900,0.2049689440993788,0.2,0.2269938650306748
31134,CHEMBL2835_5wo4_CHEMBL3647901,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647901,0.1987951807228915,0.2065217391304347,0.2202380952380952
31135,CHEMBL2835_5wo4_CHEMBL3647902,7.42021640338319,CHEMBL2835,5wo4,CHEMBL3647902,0.2134146341463414,0.1717171717171717,0.2202380952380952
31136,CHEMBL2835_5wo4_CHEMBL3647903,8.0,CHEMBL2835,5wo4,CHEMBL3647903,0.2049689440993788,0.2,0.2269938650306748
31137,CHEMBL2835_5wo4_CHEMBL3647904,8.045757490560675,CHEMBL2835,5wo4,CHEMBL3647904,0.2134146341463414,0.1717171717171717,0.2202380952380952
31138,CHEMBL2835_5wo4_CHEMBL3647905,8.301029995663981,CHEMBL2835,5wo4,CHEMBL3647905,0.1987951807228915,0.2065217391304347,0.2202380952380952
31139,CHEMBL2835_5wo4_CHEMBL3647906,8.045757490560675,CHEMBL2835,5wo4,CHEMBL3647906,0.2075471698113207,0.1722222222222222,0.2298136645962732
31140,CHEMBL2835_5wo4_CHEMBL3647907,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647907,0.2075471698113207,0.1722222222222222,0.2298136645962732
31141,CHEMBL2835_5wo4_CHEMBL3647908,7.327902142064283,CHEMBL2835,5wo4,CHEMBL3647908,0.2258064516129032,0.1969696969696969,0.2258064516129032
31142,CHEMBL2835_5wo4_CHEMBL3647909,8.0,CHEMBL2835,5wo4,CHEMBL3647909,0.1987951807228915,0.1717171717171717,0.2202380952380952
31143,CHEMBL2835_5wo4_CHEMBL3647910,7.366531544420414,CHEMBL2835,5wo4,CHEMBL3647910,0.1987951807228915,0.1717171717171717,0.2202380952380952
31144,CHEMBL2835_5wo4_CHEMBL3647913,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3647913,0.2,0.1941176470588235,0.2
31145,CHEMBL2835_5wo4_CHEMBL3647914,9.045757490560677,CHEMBL2835,5wo4,CHEMBL3647914,0.2105263157894736,0.1834319526627219,0.2418300653594771
31146,CHEMBL2835_5wo4_CHEMBL3647915,9.30102999566398,CHEMBL2835,5wo4,CHEMBL3647915,0.2105263157894736,0.1834319526627219,0.2418300653594771
31147,CHEMBL2835_5wo4_CHEMBL3647916,7.920818753952375,CHEMBL2835,5wo4,CHEMBL3647916,0.2046783625730994,0.1849710982658959,0.2307692307692307
31148,CHEMBL2835_5wo4_CHEMBL3647917,9.0,CHEMBL2835,5wo4,CHEMBL3647917,0.2046783625730994,0.1849710982658959,0.2307692307692307
31149,CHEMBL2835_5wo4_CHEMBL3647924,9.19897000433602,CHEMBL2835,5wo4,CHEMBL3647924,0.216867469879518,0.2243589743589743,0.2243589743589743
31150,CHEMBL2835_5wo4_CHEMBL3647927,7.017728766960431,CHEMBL2835,5wo4,CHEMBL3647927,0.25,0.2222222222222222,0.25
31151,CHEMBL2835_5wo4_CHEMBL3647930,7.958607314841775,CHEMBL2835,5wo4,CHEMBL3647930,0.2191780821917808,0.2105263157894736,0.2264150943396226
31152,CHEMBL2835_5wo4_CHEMBL3647931,6.590066876668706,CHEMBL2835,5wo4,CHEMBL3647931,0.2138364779874214,0.2051282051282051,0.2156862745098039
31153,CHEMBL2835_5wo4_CHEMBL3647932,9.468521082957745,CHEMBL2835,5wo4,CHEMBL3647932,0.216867469879518,0.2243589743589743,0.2243589743589743
31154,CHEMBL2835_5wo4_CHEMBL3647933,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3647933,0.1987179487179487,0.2049689440993788,0.2142857142857142
31155,CHEMBL2835_5wo4_CHEMBL3650673,8.397940008672037,CHEMBL2835,5wo4,CHEMBL3650673,0.2794117647058823,0.2162162162162162,0.2794117647058823
31156,CHEMBL2835_5wo4_CHEMBL3650677,9.045757490560677,CHEMBL2835,5wo4,CHEMBL3650677,0.2,0.1941176470588235,0.2
31157,CHEMBL2835_5wo4_CHEMBL3650678,8.522878745280337,CHEMBL2835,5wo4,CHEMBL3650678,0.3241379310344827,0.1867469879518072,0.3241379310344827
31158,CHEMBL2835_5wo4_CHEMBL3650679,7.494850021680094,CHEMBL2835,5wo4,CHEMBL3650679,0.3241379310344827,0.1867469879518072,0.3241379310344827
31159,CHEMBL2835_5wo4_CHEMBL3650683,8.698970004336019,CHEMBL2835,5wo4,CHEMBL3650683,0.3241379310344827,0.1867469879518072,0.3241379310344827
31160,CHEMBL2835_5wo4_CHEMBL3650684,9.69897000433602,CHEMBL2835,5wo4,CHEMBL3650684,0.216867469879518,0.2243589743589743,0.2243589743589743
